"","instant_book","rating_checkin","person_capacity","rating_cleanliness","tax","lon","cancel_policy","price","lat","host_id","review_score_a","rev_count","bed_type","accuracy_rating","rating_communication","satisfaction_guest","hosting_id","url","cleaning_fee","nightly_price","room_type","TV","Cable.TV","Internet","Wireless.Internet","Air.conditioning","Wheelchair accessible","Pool","Kitchen","Free.parking.on.premises","Smoking.allowed","Pets.allowed","Doorman","Gym","Breakfast","Elevator.in.building","Hot.tub","Indoor.fireplace","Buzzer/wireless.intercom","Heating","Family/kid.friendly","Suitable.for.events","Washer","Dryer","Essentials","Shampoo","Hangers","Hair.dryer","Iron","Laptop.friendly.workspace","Self.Check-In"
"114","False",9,5,8,15,-81.4679427941487,5,79,28.4557786735474,45392750,4.5,42,"Real Bed",9,9,85,8631053,"https://www.airbnb.com/rooms/8631053",48,"$79","Entire home/apt",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"115","False",9,2,9,5,-81.4471433846702,3,40,28.4853532067757,25426487,4.5,16,"Real Bed",10,9,91,11156802,"https://www.airbnb.com/rooms/11156802",0,"$40","Private room",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"116","True",9,4,9,10,-81.4066524516712,5,40,28.490076374569,34565734,4.5,23,"Real Bed",9,9,88,13136130,"https://www.airbnb.com/rooms/13136130",45,"$40","Entire home/apt",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"117","False",10,2,10,8,-81.4672001395112,5,45,28.4559550750666,54070622,5,5,"Real Bed",10,10,100,14730835,"https://www.airbnb.com/rooms/14730835",20,"$45","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"118","False",10,4,10,5,-81.5010286998078,4,30,28.6029749136053,2827865,5,8,"Real Bed",10,10,100,14789561,"https://www.airbnb.com/rooms/14789561",10,"$30","Private room",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"119","True",10,4,9,14,-81.4674592211706,5,79,28.4568844094697,12694264,4.5,91,"Real Bed",10,10,93,6239358,"https://www.airbnb.com/rooms/6239358",35,"$79","Entire home/apt",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"120","False",10,2,9,9,-81.3699163525308,3,72,28.5005592450819,2842583,5,147,"Real Bed",10,10,96,702886,"https://www.airbnb.com/rooms/702886",0,"$72","Private room",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"121","True",10,6,9,13,-81.4622662987185,4,80,28.3975701673,23399686,4.5,91,"Real Bed",9,10,92,4520607,"https://www.airbnb.com/rooms/4520607",30,"$80","Entire home/apt",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"122","False",10,2,10,8,-81.4533023810939,3,48,28.4972267225953,97550466,5,3,"Real Bed",10,10,100,15340807,"https://www.airbnb.com/rooms/15340807",20,"$48","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"123","False",10,2,10,7,-81.3412667905773,5,49,28.5062145685611,9570236,5,34,"Real Bed",10,10,100,4662930,"https://www.airbnb.com/rooms/4662930",10,"$49","Private room",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"124","True",10,1,10,2,-81.3754402631845,3,26,28.3183659705901,49553604,5,22,"Real Bed",10,10,97,9578312,"https://www.airbnb.com/rooms/9578312",8,"$26","Private room",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"126","True",10,2,10,6,-81.4419838352255,4,36,28.4791335778249,60151310,5,25,"Real Bed",10,10,96,14029544,"https://www.airbnb.com/rooms/14029544",15,"$36","Private room",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"127","True",10,3,9,4,-81.4345572384523,5,24,28.5164294397125,22068201,4.5,74,"Real Bed",9,10,89,6966666,"https://www.airbnb.com/rooms/6966666",10,"$24","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"128","True",10,12,9,28,-81.3877884426104,5,99,28.4611991525787,48066770,4.5,39,"Real Bed",10,10,93,9253782,"https://www.airbnb.com/rooms/9253782",125,"$99","Entire home/apt",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"130","False",9,4,9,9,-81.470151256505,3,54,28.4888020312137,65292931,5,9,"Real Bed",10,10,96,14231045,"https://www.airbnb.com/rooms/14231045",25,"$54","Private room",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"131","False",10,2,9,5,-81.3544955391591,3,35,28.5566752039855,23780144,5,21,"Real Bed",10,10,96,9589151,"https://www.airbnb.com/rooms/9589151",10,"$35","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"132","True",10,2,9,7,-81.4515392371322,5,35,28.3698216712436,33245081,5,4,"Real Bed",10,10,100,14841509,"https://www.airbnb.com/rooms/14841509",25,"$35","Private room",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"133","True",10,3,9,14,-81.4078587290086,5,75,28.5818581780738,56824797,5,17,"Real Bed",10,10,95,13479772,"https://www.airbnb.com/rooms/13479772",40,"$75","Entire home/apt",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"134","True",10,1,10,0,-81.3797732680978,4,40,28.5387068883537,84348136,4.5,3,"Real Bed",9,10,93,15597989,"https://www.airbnb.com/rooms/15597989",0,"$40","Private room",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"135","False",10,2,8,8,-81.4950823297457,3,40,28.4612182423385,25596474,4,3,"Real Bed",9,10,80,15444376,"https://www.airbnb.com/rooms/15444376",30,"$40","Private room",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"136","False",9,3,9,13,-81.4423302277933,5,61,28.4884815953714,33365401,4.5,53,"Real Bed",9,9,85,6399427,"https://www.airbnb.com/rooms/6399427",50,"$61","Entire home/apt",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"137","True",8,3,7,5,-81.4495826675229,5,30,28.4545622833292,84357096,3.5,22,"Real Bed",8,8,74,14057857,"https://www.airbnb.com/rooms/14057857",10,"$30","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"138","False",10,4,8,12,-81.4659690260154,5,69,28.45741271519,5472668,4,10,"Real Bed",8,10,78,6336711,"https://www.airbnb.com/rooms/6336711",30,"$69","Entire home/apt",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"139","False",10,2,10,6,-81.3565325063409,3,50,28.3605753505028,20976350,5,21,"Real Bed",10,10,100,7761254,"https://www.airbnb.com/rooms/7761254",0,"$50","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"140","False",10,2,10,6,-81.3564344786854,5,55,28.5609964049036,5098454,5,61,"Real Bed",10,10,97,5393963,"https://www.airbnb.com/rooms/5393963",0,"$55","Private room",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"141","False",10,2,10,16,-81.324995623553,5,85,28.5590219874192,1617698,5,58,"Real Bed",10,10,97,688447,"https://www.airbnb.com/rooms/688447",50,"$85","Entire home/apt",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"142","False",10,2,10,8,-81.4901500376519,4,49,28.4206876346127,3746935,5,36,"Real Bed",10,10,97,4941224,"https://www.airbnb.com/rooms/4941224",15,"$49","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"143","False",10,2,10,3,-81.4395258174119,3,45,28.3269618475426,44066079,5,53,"Real Bed",10,10,99,8365967,"https://www.airbnb.com/rooms/8365967",10,"$45","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"145","True",9,4,9,5,-81.377309469083,5,35,28.4806841792418,11812268,4.5,90,"Real Bed",9,10,90,6729531,"https://www.airbnb.com/rooms/6729531",10,"$35","Private room",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"146","False",10,5,10,12,-81.3606377790507,5,80,28.5586729187141,12772823,5,19,"Real Bed",10,10,100,13827592,"https://www.airbnb.com/rooms/13827592",20,"$80","Entire home/apt",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"147","False",10,2,10,14,-81.4650673216568,4,65,28.4199010217393,9932210,4.5,7,"Real Bed",9,10,94,13590117,"https://www.airbnb.com/rooms/13590117",55,"$65","Private room",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"148","False",10,1,10,4,-81.3415413671933,5,32,28.5271663229617,68221743,5,4,"Real Bed",10,10,100,12579628,"https://www.airbnb.com/rooms/12579628",0,"$32","Private room",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"149","True",10,2,9,7,-81.3674059741363,5,50,28.5539138063144,12020892,5,20,"Real Bed",10,10,97,14384454,"https://www.airbnb.com/rooms/14384454",10,"$50","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"150","False",10,2,10,7,-81.355636768328,3,50,28.5285658909446,20391994,5,179,"Real Bed",10,10,97,3935765,"https://www.airbnb.com/rooms/3935765",10,"$50","Entire home/apt",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"151","False",10,4,10,7,-81.3299833348318,5,58,28.3584187162401,35961068,5,102,"Real Bed",10,10,98,6862489,"https://www.airbnb.com/rooms/6862489",0,"$58","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"152","False",10,6,10,23,-81.446885372328,5,120,28.4263301695252,20012623,5,10,"Real Bed",10,10,98,11100719,"https://www.airbnb.com/rooms/11100719",70,"$120","Entire home/apt",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"153","False",10,3,10,15,-81.3812194063113,4,86,28.5310448601154,6271744,5,85,"Real Bed",10,10,96,8830742,"https://www.airbnb.com/rooms/8830742",35,"$86","Entire home/apt",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"154","True",9,2,9,6,-81.2674321059857,4,50,28.4733221481041,70174634,4.5,44,"Real Bed",9,9,92,12847725,"https://www.airbnb.com/rooms/12847725",0,"$50","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"155","False",10,2,10,6,-81.3569794546654,3,50,28.3597010900103,20976350,5,34,"Real Bed",10,10,99,6926216,"https://www.airbnb.com/rooms/6926216",0,"$50","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"156","False",10,2,10,6,-81.4471832562735,3,48,28.4889086350403,4438338,5,37,"Real Bed",10,10,98,12174154,"https://www.airbnb.com/rooms/12174154",0,"$48","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"157","False",10,2,10,6,-81.4769093764514,4,55,28.4350839121038,24477410,5,77,"Real Bed",10,10,99,5578581,"https://www.airbnb.com/rooms/5578581",0,"$55","Private room",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"158","True",9,6,10,35,-81.4873244115257,5,140,28.5204286245495,33121566,4.5,5,"Real Bed",10,10,92,13185635,"https://www.airbnb.com/rooms/13185635",140,"$140","Entire home/apt",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"159","True",9,4,9,11,-81.405524930865,3,55,28.502267648045,34876172,4,31,"Real Bed",9,9,83,11513372,"https://www.airbnb.com/rooms/11513372",39,"$55","Entire home/apt",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"160","False",9,5,9,22,-81.4672392132722,4,100,28.5255113709027,13440704,5,57,"Real Bed",10,10,96,2624269,"https://www.airbnb.com/rooms/2624269",79,"$100","Entire home/apt",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"161","False",10,1,10,6,-81.5000087155973,4,40,28.4447876383117,7299833,5,41,"Real Bed",10,10,100,4812720,"https://www.airbnb.com/rooms/4812720",10,"$40","Private room",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"162","False",9,2,9,8,-81.4719719197891,5,42,28.3951085815409,45392750,4.5,20,"Real Bed",9,9,90,8655582,"https://www.airbnb.com/rooms/8655582",27,"$42","Private room",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"163","True",10,2,10,5,-81.4399909477341,5,41,28.4897444917625,19811395,5,30,"Real Bed",10,10,99,14368700,"https://www.airbnb.com/rooms/14368700",0,"$41","Private room",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"164","False",10,2,10,7,-81.3783493634096,5,49,28.5380085442783,53226507,5,15,"Real Bed",10,10,99,14090712,"https://www.airbnb.com/rooms/14090712",15,"$49","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"165","True",10,2,10,8,-81.3578952682108,5,45,28.3685137296353,19252736,5,54,"Real Bed",10,10,99,3760665,"https://www.airbnb.com/rooms/3760665",20,"$45","Private room",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"166","True",10,2,10,5,-81.3659454482436,3,46,28.396489666329,31074995,4.5,72,"Real Bed",10,10,94,5985369,"https://www.airbnb.com/rooms/5985369",0,"$46","Private room",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"167","True",10,2,10,4,-81.3643254661415,3,34,28.3966098120808,31074995,5,51,"Real Bed",10,10,95,6065015,"https://www.airbnb.com/rooms/6065015",0,"$34","Private room",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"168","False",10,2,10,3,-81.4033832977744,4,31,28.4831391474806,18144302,5,15,"Real Bed",10,10,99,11551764,"https://www.airbnb.com/rooms/11551764",0,"$31","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"169","False",10,2,10,4,-81.4401169969043,4,38,28.49810742058,27748692,5,45,"Real Bed",10,10,97,12049491,"https://www.airbnb.com/rooms/12049491",0,"$38","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"170","False",10,4,10,6,-81.4969675613142,3,52,28.4641837067148,15194814,5,67,"Real Bed",10,10,99,2998121,"https://www.airbnb.com/rooms/2998121",0,"$52","Private room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"171","False",10,2,10,4,-81.3623121397438,3,35,28.5324882443132,55474735,5,8,"Real Bed",10,10,100,15180172,"https://www.airbnb.com/rooms/15180172",0,"$35","Shared room",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"172","True",10,4,10,15,-81.3146090835968,4,75,28.5480174249027,53037070,5,48,"Real Bed",10,10,95,10410056,"https://www.airbnb.com/rooms/10410056",45,"$75","Entire home/apt",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
